id,content,target
624,【虎牙直播】您已成为我的游戏陪玩，可接单赚钱。需缴纳平台服务费2000元，接单后每笔抽成20%。添加客服微信yy-peiwen。提供订单推送和结算服务。日收入可达1000元。,诈骗
625,【北京市疾控中心】流感疫苗已到货，可前往社区卫生服务中心接种，费用128元/支。建议老人儿童优先接种。疫苗供应充足，无需预约。咨询电话12320。,非诈骗
626,【斗鱼直播】恭喜您中奖获得主播打赏的100000鱼翅，价值10000元。需缴纳个人所得税2000元，联系客服douyu-001领取。提供中奖记录截图。48小时内有效。,诈骗
627,【拼多多】厂家破产清仓，iPhone15仅售1999元，仅剩100台。请先付款后发货，不支持货到付款。添加客服微信pdd-sale001抢购。保证正品，支持验货。全国联保，7天无理由退货。,诈骗
628,【中国工商银行】您申请的房贷已审批通过，金额180万元，期限25年。请携带首付款凭证和购房合同到支行办理抵押登记。贷款利率4.2%。我行不收取任何贷前费用。,非诈骗
629,【小红书】您的账号已成为美妆博主，可获品牌方合作机会。需缴纳推广费3000元，保证每月5单合作。添加商务微信xhs-makeup。提供品牌资源和合同模板。单条推广收入2000元起。,诈骗
630,【BOSS直聘】成都字节跳动招聘高级前端工程师，月薪30K-40K。要求先交10000元技术认证费。HR总监微信cd-byte-hr。提供内部培训，包过面试。不成功全额退款。,诈骗
631,【中国民航局】您预订的航班CA1234因机械故障取消，可免费改签或全额退款。请登录航空公司官网或致电95583办理。不承认任何收取改签费的行为。,非诈骗
632,【陌陌】您已成为我的附近的人置顶用户，可获更多关注。需缴纳置顶费888元/月。添加客服微信momo-top001办理。曝光率提升500%，日增粉丝100+。提供数据报告。,诈骗
633,【爱奇艺】您已成为我的VIP会员，年费248元今日到期，请续费至指定账户。否则将无法观看VIP内容。续费享5折优惠。客服微信iqiyi-vip001。提供热门剧集和电影。,诈骗
634,【中国农业银行】您尾号7777的账户收到工资收入8500元，余额23560元。交易备注：11月工资。如需查询明细请登录手机银行。,非诈骗
635,【淘宝】您购买的SK-II神仙水230ml已确认收货，货款1580元已打给商家。评价可得100积分。假货包退，7天无理由退货。客服电话400-860-8608。,非诈骗
636,"【Soul社交】您已成为我的灵魂匹配VIP，可查看所有访客。需缴纳会员费1800元/年，添加客服微信soul-vip001办理。匹配成功率提升90%。,诈骗
112,【今日头条】您的账号已成为头条号作者，可获广告分成。需缴纳创作保证金5000元，保证月更10篇。添加客服微信jrtt-author001。提供流量扶持和变现培训。月入可达3万。""",诈骗
637,【每日优鲜】您购买的水果礼盒已送达，请凭取货码3-1-2024到小区东门货架领取。商品价值128元，已支付。超时未领取将返回冷库。,非诈骗
638,【快手】您的直播账号已达到变现标准，可开通打赏功能。需缴纳开通费2000元，添加客服微信ks-live001办理。分成比例70%，日结。提供官方认证和流量扶持。,诈骗
639,【招商银行】您申请的信用卡已获批，额度50000元。请将制卡费100元转至指定账户，卡片3日内寄出。可额外申请100000元备用金。客服400-820-5555。,诈骗
640,【北京市医保局】您的医保电子凭证已激活，可在全市300家定点医院使用。个人账户余额5680元。可登录北京医保公共服务平台查询消费明细。咨询电话12333。,非诈骗
641,"【斗鱼直播】您已成为我的游戏主播，可签约公会。需缴纳签约费3000元，签约后保底月薪6000元。添加运营微信douyu-001办理。提供直播设备和流量扶持。,诈骗
118,【世纪佳缘】您已成为我的终身会员，介绍对象至结婚。需缴纳服务费50000元，介绍高净值人群。红娘总监13888887777，一对一私密服务。",诈骗
642,【北京公交】您使用的市政交通一卡通学生卡已到期，请持学生证到任意地铁站办理续期。续期免费。过期后将按普通卡扣费。客服热线96066。,非诈骗
643,【虎牙直播】恭喜您成为我的幸运观众，获得价值5万元游戏装备。需缴纳关税1万元，联系客服YY999999领取。提供直播录屏证明。24小时内有效。,诈骗
644,"【BOSS直聘】武汉小米科技招聘高级硬件工程师，月薪25K-35K。需先交8000元诚意金和背景调查费。HR总监微信xiaomi-hr888。提供内部推荐，直推雷军面试。,诈骗
122,【中国工商银行】您的个人住房贷款还款日为每月1日，本期应还12800元，本金6800元，利息6000元。请确保还款账户余额充足。逾期影响征信。客服95588。,非诈骗
123,【小红书】您的账号已成为穿搭博主，可接品牌合作。需缴纳推广费5000元，保证月单量。添加商务微信xhs-fashion。单条推广3000元起。""",诈骗
645,【抖音】您的账号可开通商品橱窗，需缴纳保证金5000元。添加客服微信douyin-shop001办理。提供货源和一件代发服务。月入可达10万元。,诈骗
646,【北京市公安局】您的港澳通行证已制作完成，可持受理回执到出入境大厅领取。领取时间9:00-17:00。咨询电话010-84020101。,非诈骗
647,"【陌陌】您已成为我的超级VIP，解锁全部功能。需缴纳会员费3600元/年。添加客服微信momo-svip001办理。提供隐身访问和消息已读功能。,诈骗
127,【猫眼电影】您购买的电影票《阿凡达3》12月8日19:30场次因影院设备故障取消，票款138元将在3-7个工作日原路退回。您可免费改签其他场次。客服1010-5335。,非诈骗
128,【Soul社交】您已成为我的星球主理人，可创建付费房间。需缴纳认证费2500元，认证后日收入可达1000元。添加运营微信soul-002办理。提供房间推广和用户引流。""",诈骗
648,【中国建设银行】您的房贷账户12月还款成功，金额9500元，本金5500元，利息4000元。剩余本金135万元。下期还款日2025年1月1日。,非诈骗
649,【快手】您的账号可开通直播带货，需缴纳技术服务费3000元。添加客服微信ks-sales001办理。提供供应链和流量扶持。佣金日结，月入无上限。,诈骗
650,【今日头条】您的账号已成为付费专栏作者，需缴纳平台管理费4000元。添加客服微信jrtt-column001。提供内容变现培训，月入可达5万。,诈骗
651,【滴滴出行】您尾号6666的账户因乘客投诉被扣12分，账户将暂停服务7天。申诉请在APP内提交，不接受任何线下处理。警惕冒充客服要求转账的诈骗。客服400-000-0999。,非诈骗
652,【虎牙直播】您已成为我的陪玩师，可接单陪玩。需缴纳入驻费1500元，接单后每笔抽成25%。添加客服微信yy-pw001。提供订单推送和结算保障。日收入800元起。,诈骗
653,【小红书】您的账号已成为美食博主，可获餐厅合作。需缴纳推广费3500元，保证月单量5单。添加商务微信xhs-food。单条探店收入2000元起。,诈骗
654,【北京市公安局】您的居住证续签已成功，有效期延长至2025年12月。可在"北京通"APP查看电子居住证。实体卡无需更换。,非诈骗
655,【斗鱼直播】您已成为我的签约主播，可获保底工资。需缴纳签约费2500元，签约后月薪5000元+提成。添加运营微信douyu-002办理。提供直播培训和流量扶持。,诈骗
656,【中国平安】您的车辆保险将于12月20日到期，现续保送500元购物卡和商业险85折优惠。请通过平安好车主APP办理。警惕冒充客服要求转账的诈骗。,非诈骗
657,"【陌陌】您已成为我的相亲认证用户，可查看全部资料。需缴纳认证费2000元，添加客服微信momo-love001办理。匹配成功率95%。,诈骗
139,【中国农业银行】您尾号5555的账户发生一笔POS消费，金额680元，地点家乐福超市，余额12340元。如非本人消费请立即致电95599挂失。,非诈骗
140,【快手】您的账号可开通付费直播间，需缴纳开通费1800元。添加客服微信ks-paylive001办理。提供房间推广和礼物分成。分成比例70%，日结。""",诈骗
658,【今日头条】您的账号已成为问答达人，需缴纳认证费2200元。添加客服微信jrtt-qa001。提供流量扶持和现金奖励。月入可达2万。,诈骗
659,【北京协和医院】您的PET-CT检查预约成功，时间12月11日8:00，检查费6800元已缴。请提前禁食6小时，检查时长约40分钟。,非诈骗
660,【小红书】您的账号已成为旅行博主，可接酒店合作。需缴纳推广费4000元，保证月单量。添加商务微信xhs-travel。单条推广5000元起。,诈骗
661,【中国邮政】您的高考录取通知书已送达，请凭准考证和身份证到邮局领取。内件重要，请勿代领。领取时间8:00-18:00。咨询电话11183。,非诈骗
662,【虎牙直播】恭喜您成为我的守护主播，需缴纳守护费12000元/年。添加客服微信yy-guard001办理。提供专属粉丝群和线下见面会资格。,诈骗
663,【北京市车管所】您的机动车检验合格标志已生成，可登录交管12123APP查看电子凭证。环保标志无需领取。咨询电话12123。,非诈骗
664,【Soul社交】您已成为我的语音聊天室主持，可获礼物分成。需缴纳认证费1800元，添加客服微信soul-host001办理。提供房间推荐和流量扶持。,诈骗
665,【BOSS直聘】南京今日头条招聘高级推荐算法工程师，月薪45K-65K。需先交18000元技术认证费。HR总监微信byte-hr999。提供内部培训，直推梁汝波面试。,诈骗
666,【中国人民保险】您的车险理赔款2850元已到账，请查收。理赔编号RD20241201001。如对理赔金额有异议请联系您的专属理赔员。客服95518。,非诈骗
667,【抖音】您的账号可开通抖音小店，需缴纳保证金6000元。添加客服微信douyin-store001办理。提供一件代发和流量扶持。月入可达20万。,诈骗
